URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/mieszkanie-50-96-m-bydgoszcz-ID4w13w,410 000 zł,8 046 zł/m²,"Mała Kępa, Dąbrowa Chełmińska, bydgoski, kujawsko-pomorskie",50.96m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-z-widokiem-na-zatoke-ID4tpfm,2 290 000 zł,11 804 zł/m²,"Mały Kack, Gdynia, pomorskie",194m²,6 pokoi,gazowe,wtórny,biuro nieruchomości,2016,,Brak danych,
https://www.otodom.pl/pl/oferta/swietny-adres-po-generalnym-remoncie-wyposazone-ID4uAde,389 900 zł,8 664 zł/m²,"ul. Mikołowska, Śródmieście, Gliwice, śląskie",45m²,2 pokoje,miejskie,wtórny,prywatny,1950,,,
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-77m2-balkon-bez-prowizji-ID4ulYD,1 458 346 zł,18 940 zł/m²,"ul. Jana Dekerta, Zabłocie, Podgórze, Kraków, małopolskie",77m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/osn785886-ID4wgr4,416 227 zł,9 700 zł/m²,"ul. Stanisława Staszica, Sochaczew, sochaczewski, mazowieckie",42.91m²,2 pokoje,kotłownia,pierwotny,biuro nieruchomości,2026,,Brak danych,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-loggia-bez-prowizji-ID4uiDC,859 096 zł,16 675 zł/m²,"Kosmonautów/Al. Architektów, Leśnica, Fabryczna, Wrocław, dolnośląskie",51.52m²,3 pokoje,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-83m2-ogrodek-bez-prowizji-ID4uhGG,Brak danych,Brak danych,"ul. Bolesława Prusa, Piastów, pruszkowski, mazowieckie",83.55m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-ogrodek-ID4upa8,Brak danych,Brak danych,"ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie",59.7m²,3 pokoje,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/duze-mieszkanie-na-ul-niemierzynskiej-ID4wgrC,685 000 zł,8 395 zł/m²,"Niebuszewo-Bolinko, Śródmieście, Szczecin, zachodniopomorskie",81.6m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,1993,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-2-ogrodki-ID4ugGJ,731 864 zł,11 042 zł/m²,"Czerska/ul. Władysława Jagiełły, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",66.28m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/ostatnie-pietro-idealne-dla-rodziny-deluxe-ID4wgsS,970 000 zł,15 902 zł/m²,"Ołbin, Śródmieście, Wrocław, dolnośląskie",61m²,3 pokoje,miejskie,pierwotny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-na-targowku-ID4toXS,810 000 zł,12 502 zł/m²,"ul. Pożarowa, Bródno, Targówek, Warszawa, mazowieckie",64.79m²,3 pokoje,miejskie,wtórny,prywatny,2008,,,
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-gotowe-do-wprowadzenia-ID4j5Qk,889 000 zł,12 014 zł/m²,"ul. gen. Józefa Hallera, Dziesięciny II, Białystok, podlaskie",74m²,3 pokoje,brak informacji,pierwotny,prywatny,2022,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-ogrodek-bezposrednio-ID4ugou,720 330 zł,13 000 zł/m²,"Bakaliowe, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie",55.41m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-50m2-loggia-bez-prowizji-ID4usn0,Brak danych,Brak danych,"ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie",50.95m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-z-widokiem-na-zatoke-ID4wgt7,850 000 zł,18 085 zł/m²,"ul. Józefa Kraszewskiego, Kamienny Potok, Sopot, pomorskie",47m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,1970,,,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-metro-kabaty-ursynow-ID4wg6z,1 050 000 zł,20 875 zł/m²,"Kabaty, Kabaty, Ursynów, Warszawa, mazowieckie",50.3m²,3 pokoje,miejskie,wtórny,prywatny,2005,,,
https://www.otodom.pl/pl/oferta/3-pokoje-sggw-blisko-metra-ursynow-22-bezposrednio-ID4uVkn,980 000 zł,16 298 zł/m²,"ul. Józefa Feliksa Ciszewskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",60.13m²,3 pokoje,miejskie,pierwotny,prywatny,2025,,,Brak danych
https://www.otodom.pl/pl/oferta/apartament-przy-wyciagu-karpatka-ID4wgqS,999 000 zł,11 753 zł/m²,"ul. Bystra, Karpacz, karkonoski, dolnośląskie",85m²,4 pokoje,brak informacji,wtórny,biuro nieruchomości,2017,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/otwarta-przestrzen-garaz-ID4wgoj,770 000 zł,17 429 zł/m²,"Ursynów Północny, Ursynów, Warszawa, mazowieckie",44.18m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,2005,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokoje-z-duzym-ogrodkiem-na-nowym-osiedlu-ID4wdO1,699 000 zł,13 442 zł/m²,"ul. Bolesława Chrobrego, Wieliczka, Wieliczka, wielicki, małopolskie",52m²,3 pokoje,inne,wtórny,biuro nieruchomości,2020,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-93m2-balkon-bezposrednio-ID4uo8R,Brak danych,Brak danych,"ul. Solińska, Okęcie, Włochy, Warszawa, mazowieckie",93.61m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4ulVL,1 001 548 zł,20 031 zł/m²,"ul. Jana Dekerta, Zabłocie, Podgórze, Kraków, małopolskie",50m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/oms-ID4wgri,1 099 000 zł,10 368 zł/m²,"Wrzeszcz Dolny, Gdańsk, pomorskie",106m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,1952,,,
https://www.otodom.pl/pl/oferta/2-pokoje-oddano-do-uzytku-zakrow-ID4wgnF,599 000 zł,15 422 zł/m²,"ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",38.84m²,2 pokoje,miejskie,pierwotny,biuro nieruchomości,2024,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4ug0R,Brak danych,Brak danych,"ul. Malinowa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",28.93m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-wysoki-standard-pradnik-czerwony-ID4uEin,1 079 000 zł,18 476 zł/m²,"ul. Śliczna, Rakowice, Prądnik Czerwony, Kraków, małopolskie",58.4m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2013,,,Brak danych
https://www.otodom.pl/pl/oferta/bezposrednio-na-krzykach-51m2-z-potencjalem-ID4w7YJ,549 000 zł,10 765 zł/m²,"Huby, Huby, Krzyki, Wrocław, dolnośląskie",51m²,2 pokoje,miejskie,wtórny,prywatny,1969,,,
https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-gotowe-do-wejscia-ID4tXy1,999 000 zł,19 134 zł/m²,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",52.21m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2014,,Brak danych,
https://www.otodom.pl/pl/oferta/mieszkanie-bezczynszowe-3-pok-69-40-m2-ID4o6Ov,230 000 zł,3 314 zł/m²,"Racibórz, raciborski, śląskie",69.4m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,1925,,,
https://www.otodom.pl/pl/oferta/funkcjonalne-2-pok-z-balkonem-os-hutnicze-50m-ID4sTbX,585 000 zł,11 804 zł/m²,"os. Hutnicze, Nowa Huta, Nowa Huta, Kraków, małopolskie",49.56m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1960,,,
https://www.otodom.pl/pl/oferta/ruczaj-dwupoziomowy-apartament-z-tarasem-na-dachu-ID4w803,1 904 595 zł,16 585 zł/m²,"ul. Kobierzyńska, Ruczaj, Dębniki, Kraków, małopolskie",114.84m²,5 pokoi,miejskie,pierwotny,biuro nieruchomości,2024,,Brak danych,
https://www.otodom.pl/pl/oferta/kompaktowe-38m2-ul-polna-12-hrubieszow-ID4w07U,185 000 zł,5 000 zł/m²,"ul. Polna 12, Hrubieszów, hrubieszowski, lubelskie",37m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-90m2-ogrodek-bez-prowizji-ID4uhGr,Brak danych,Brak danych,"ul. Bolesława Prusa, Piastów, pruszkowski, mazowieckie",90.2m²,5 pokoi,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/centrum-3-pokoje-winda-balkon-ID4tlUw,596 990 zł,12 978 zł/m²,"Wzgórze Wolności, Bydgoszcz, kujawsko-pomorskie",46m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,2022,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-72m2-balkon-bezposrednio-ID4uhTN,1 126 850 zł,15 500 zł/m²,"ul. Centralna, Łęg, Czyżyny, Kraków, małopolskie",72.7m²,4 pokoje,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokoje-zielona-okolica-warszawa-wawer-ID4w2ia,574 390 zł,14 200 zł/m²,"ul. Zwoleńska, Zerzeń, Wawer, Warszawa, mazowieckie",40.45m²,2 pokoje,miejskie,pierwotny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/okolice-ul-stablowickiej-nowe2021-balkon-park-ID4w0zH,475 000 zł,14 984 zł/m²,"Leśnica, Fabryczna, Wrocław, dolnośląskie",31.7m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2021,,,
https://www.otodom.pl/pl/oferta/kawalerka-z-osobna-kuchnia-1-pietro-kosciuszki-ID4wgp1,390 000 zł,13 000 zł/m²,"Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",30m²,1 pokój,gazowe,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/sprzedam-trzypokojowe-mieszkanie-na-muranowie-ID4wgeQ,799 000 zł,17 426 zł/m²,"Nowolipki, Wola, Warszawa, mazowieckie",45.85m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,Brak danych,
https://www.otodom.pl/pl/oferta/okazyjna-cena-wykonczony-apartament-ogrody-tesoro-ID4oYSq,1 038 000 zł,14 417 zł/m²,"Pogórze, Kosakowo, pucki, pomorskie",72m²,4 pokoje,gazowe,wtórny,biuro nieruchomości,2019,Brak danych,,
https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-m4-ID4wgrJ,635 000 zł,9 203 zł/m²,"ul. Kujawska, Parkitka, Częstochówka-Parkitka, Częstochowa, śląskie",69m²,3 pokoje,gazowe,wtórny,prywatny,2000,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-z-duzym-balkonem-ID4wc9h,1 100 000 zł,20 000 zł/m²,"ul. Komputerowa, Służewiec, Mokotów, Warszawa, mazowieckie",55m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2019,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/ostatnie-2-wolne-mieszkania-z-wysokim-salonem-ID4tyjZ,540 080 zł,8 600 zł/m²,"Przytulna, Korzeniec, Zielona Pogoria, Dąbrowa Górnicza, śląskie",62.8m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,2024,,,Brak danych
https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-na-borkach-ID4uc5Y,339 000 zł,5 958 zł/m²,"ul. Sucha, Wośniki, Radom, mazowieckie",56.9m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/2-pokoje-balkon-miejsce-postojowe-wykonczone-ID4uA9Z,854 000 zł,17 536 zł/m²,"ul. Ludwika Michała Paca, Grochów, Praga-Południe, Warszawa, mazowieckie",48.7m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,Brak danych,,
https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-38m-po-generalnym-remoncie-ID4sw3v,269 900 zł,7 103 zł/m²,"ul. Krzyżkowicka, Rydułtowy, wodzisławski, śląskie",38m²,2 pokoje,miejskie,wtórny,prywatny,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4ub87,Brak danych,Brak danych,"Błoń Janowskich, Rumia, wejherowski, pomorskie",34.13m²,2 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-42m2-balkon-ID4ulTT,702 391 zł,16 605 zł/m²,"ul. Nowomiejska, Młyniska, Gdańsk, pomorskie",42.3m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-bezposrednio-ID4ub8E,Brak danych,Brak danych,"ul. Paderewskiego, Pogórze, Kosakowo, pucki, pomorskie",39.81m²,2 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/miedzylesie-1pok-31m-4-4p-nowe-sloneczne-ciche-ID4wgqP,598 000 zł,19 555 zł/m²,"ul. Mieczysława Pożaryskiego, Międzylesie, Wawer, Warszawa, mazowieckie",30.58m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2024,,,
https://www.otodom.pl/pl/oferta/metro-i-klimatyzacja-i-balkon-i-piwnica-ID4wgnq,879 000 zł,17 975 zł/m²,"ul. Jana Cybisa, Ursynów Północny, Ursynów, Warszawa, mazowieckie",48.9m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,1980,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-ID4uo4b,738 170 zł,18 519 zł/m²,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",39.86m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pok-36-3m2-piwnica-2-m-ca-postojowe-ul-lipska-ID4un3n,620 000 zł,17 080 zł/m²,"ul. Lipska, Płaszów, Podgórze, Kraków, małopolskie",36.3m²,2 pokoje,miejskie,wtórny,prywatny,1996,,,
https://www.otodom.pl/pl/oferta/nowoczesny-apartament-44-4-m-z-2024r-ID4txFN,599 000 zł,13 491 zł/m²,"ul. Plażowa, Siedlce, mazowieckie",44.4m²,2 pokoje,miejskie,pierwotny,prywatny,2024,,,
https://www.otodom.pl/pl/oferta/m2-w-piechowicach-deweloperka-taras-tylko-5900-ID4wgpn,237 475 zł,5 900 zł/m²,"ul. Szkolna, Piechowice, karkonoski, dolnośląskie",40.25m²,2 pokoje,elektryczne,pierwotny,biuro nieruchomości,2023,,Brak danych,
https://www.otodom.pl/pl/oferta/w-kamienicy-po-remontach-od-zaraz-ID4qLrR,795 000 zł,15 805 zł/m²,"ul. Komitetu Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie",50.3m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1953,,Brak danych,
https://www.otodom.pl/pl/oferta/luksusowy-penthouse-z-antresola-cena-ID4wgsE,939 800 zł,14 684 zł/m²,"ul. Pękowicka, Tonie, Prądnik Biały, Kraków, małopolskie",64m²,3 pokoje,brak informacji,pierwotny,biuro nieruchomości,2026,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/m2-przy-promenadzie-winda-balkon-ID4w5MY,229 000 zł,7 633 zł/m²,"Tysiąclecie, Częstochowa, śląskie",30m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4ulYP,1 232 732 zł,18 792 zł/m²,"ul. Jana Dekerta, Zabłocie, Podgórze, Kraków, małopolskie",65.6m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-52-8-m-w-piasecznie-ID4u4Nb,680 000 zł,12 879 zł/m²,"Piaseczno, Piaseczno, piaseczyński, mazowieckie",52.8m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2007,,,
https://www.otodom.pl/pl/oferta/wyjatkowe-3-pokojowe-mieszkanie-w-piastowie-ID4u7ce,630 000 zł,10 500 zł/m²,"ul. ks. Jerzego Popiełuszki, Piastów, pruszkowski, mazowieckie",60m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,1925,,,
https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-blisko-metra-trocka-280-m-ID4udnX,615 000 zł,13 274 zł/m²,"ul. Mokra, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",46.33m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1978,,Brak danych,
https://www.otodom.pl/pl/oferta/nowe-43m2-2-balkony-wysoki-standard-ID4w0KS,799 900 zł,18 620 zł/m²,"ul. Grochowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",42.96m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2023,,Brak danych,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-ogrodek-bez-prowizji-ID4uh3R,Brak danych,Brak danych,"ul. Krakowska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",54.96m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/ochota3-pokojeblisko-wum-ID4sOfY,739 000 zł,19 941 zł/m²,"ul. Opaczewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",37.06m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,1968,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-wakacyjny-w-miedzyzdrojach-ID4wg5Y,1 080 000 zł,24 862 zł/m²,"ul. Gryfa Pomorskiego 80, Międzyzdroje, Międzyzdroje, kamieński, zachodniopomorskie",43.44m²,2 pokoje,brak informacji,wtórny,prywatny,2012,,,
https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-oswiecimiu-ID4uVpX,335 445 zł,6 099 zł/m²,"ul. Bohaterów Monte Cassino, Oświęcim, oświęcimski, małopolskie",55m²,2 pokoje,miejskie,wtórny,prywatny,Brak danych,,,
https://www.otodom.pl/pl/oferta/komfortowe-2-pokojowe-mieszkanie-37-m-gorczyn-ID4w5H8,430 000 zł,11 622 zł/m²,"ul. Górczyńska, Górczyn, Grunwald, Poznań, wielkopolskie",37m²,2 pokoje,miejskie,wtórny,prywatny,1972,,,
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-z-garazem-w-centrum-tarnowa-ID4wgq8,550 000 zł,5 446 zł/m²,"Tarnów, małopolskie",101m²,3 pokoje,gazowe,wtórny,prywatny,Brak danych,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-nowoczesne-promocyjna-cena-ID4wgsf,701 501 zł,11 559 zł/m²,"ul. Klemensa Janickiego, Jeżyce, Jeżyce, Poznań, wielkopolskie",60.69m²,3 pokoje,brak informacji,pierwotny,biuro nieruchomości,2025,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-ID4up4o,Brak danych,Brak danych,"ul. Narożna, Raków, Włochy, Warszawa, mazowieckie",26.15m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/os-boleslawa-chrobrego-po-remoncie-ID4uZaf,559 000 zł,11 180 zł/m²,"Piątkowo, Stare Miasto, Poznań, wielkopolskie",50m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/spoldzielcze-2-pok-mieszkanie-na-osiedlu-bukowym-ID4ubkJ,439 000 zł,8 887 zł/m²,"ul. Pomarańczowa, Bukowe-Klęskowo, Prawobrzeże, Szczecin, zachodniopomorskie",49.4m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1986,,,
https://www.otodom.pl/pl/oferta/salomei-kawalerka-cesja-ID4wgoX,372 108 zł,13 200 zł/m²,"ul. Księżnej Salomei, Śródmieście-Północ, Śródmieście, Szczecin, zachodniopomorskie",28.19m²,1 pokój,brak informacji,pierwotny,prywatny,2027,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/poznan-umultowska-dwupoziomowe-z-ogrodkiem-ID4tSeI,1 299 000 zł,9 841 zł/m²,"os. Bolesława Śmiałego, Piątkowo, Stare Miasto, Poznań, wielkopolskie",132m²,5 pokoi,inne,pierwotny,biuro nieruchomości,2024,,,
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokojowe-62m2-z-ogrodkiem-ID4uKUe,899 000 zł,14 442 zł/m²,"ul. Geodetów, Wołomin, Wołomin, wołomiński, mazowieckie",62.25m²,3 pokoje,gazowe,wtórny,prywatny,2024,,,
https://www.otodom.pl/pl/oferta/piekne-mieszkanie-gotowe-do-wprowadzenia-ID4tJu7,695 000 zł,12 643 zł/m²,"ul. Pawia, Piaseczno, Piaseczno, piaseczyński, mazowieckie",54.97m²,2 pokoje,inne,wtórny,biuro nieruchomości,2012,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-balkon-bezposrednio-ID4uoa6,1 224 000 zł,26 015 zł/m²,"ul. Zwrotnicza, Czyste, Wola, Warszawa, mazowieckie",47.05m²,2 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4uaTI,Brak danych,Brak danych,"ul. Ludwika Zieleniewskiego, Grzegórzki, Grzegórzki, Kraków, małopolskie",26.39m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bez-prowizji-ID4uHdp,Brak danych,Brak danych,"ul. Śliwkowa, Ujeścisko-Łostowice, Gdańsk, pomorskie",43.9m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/doki-3-pok-mieszkanie-z-balkonem-i-msc-park-ID4wgss,1 365 000 zł,22 750 zł/m²,"Śródmieście, Gdańsk, pomorskie",60m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,2022,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/trzypokojowe-zadbane-z-potencjalem-ID4w36R,649 000 zł,9 985 zł/m²,"Naramowice, Stare Miasto, Poznań, wielkopolskie",65m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/super-oferta-nieruchomosci-ketrzynska-polecamy-ID4tBfb,1 259 000 zł,14 234 zł/m²,"ul. Kętrzyńska, Karłowice, Psie Pole, Wrocław, dolnośląskie",88.45m²,5 pokoi,gazowe,wtórny,biuro nieruchomości,1980,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/swietne-mieszkanie-blisko-politechniki-ID4wgtO,299 000 zł,6 795 zł/m²,"Politechnika, Gliwice, śląskie",44m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-bez-posrednikow-ID4uzZD,Brak danych,Brak danych,"ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",30.93m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bezposrednio-ID4uGaA,Brak danych,Brak danych,"ul. Chylońska, Cisowa, Gdynia, pomorskie",38.88m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bez-prowizji-ID4unef,Brak danych,Brak danych,"ul. Łąkowa, Mikulczyce, Zabrze, śląskie",59.09m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/gotowiec-inw-roi-10-7-6-pok-przych-8950-mies-ID4uZHJ,874 000 zł,13 446 zł/m²,"ul. Powstańców Śląskich, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",65m²,6 pokoi,gazowe,wtórny,biuro nieruchomości,1947,,Brak danych,
https://www.otodom.pl/pl/oferta/3-pokoje-57-27-m2-jar-z-antresola-i-2-balkonami-ID4wgsi,583 009 zł,10 180 zł/m²,"Wrzosy, Toruń, kujawsko-pomorskie",57.27m²,3 pokoje,miejskie,pierwotny,biuro nieruchomości,2025,,Brak danych,
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-bez-prowizji-ID4uh2I,Brak danych,Brak danych,"ul. Zygmunta Wojciechowskiego, Piątkowo, Stare Miasto, Poznań, wielkopolskie",27.13m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/nowa-cena-kawalerka-po-remoncie-ID4uEfD,190 000 zł,5 556 zł/m²,"Jastrzębie-Zdrój, śląskie",34.2m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/blisko-morza-i-plazy-winda-balkon-niski-czynsz-ID4wgt3,600 990 zł,11 500 zł/m²,"Ustronie Morskie, Ustronie Morskie, kołobrzeski, zachodniopomorskie",52.26m²,2 pokoje,inne,pierwotny,biuro nieruchomości,2025,,,Brak danych
